186,255,223,ba,ff,df,baffdf
186,255,239,ba,ff,ef,baffef
186,255,255,ba,ff,ff,baffff
186,239,255,ba,ef,ff,baefff
186,223,255,ba,df,ff,badfff
186,202,255,ba,ca,ff,bacaff
1,1,113,01,01,71,010171
28,1,113,1c,01,71,1c0171
57,1,113,39,01,71,390171
85,0,113,55,00,71,550071
113,0,113,71,00,71,710071
113,0,85,71,00,55,710055
113,0,57,71,00,39,710039
113,0,28,71,00,1c,71001c
113,0,1,71,00,01,710001
113,28,1,71,1c,01,711c01
113,57,0,71,39,00,713900
113,85,0,71,55,00,715500
113,113,0,71,71,00,717100
85,113,0,55,71,00,557100
57,113,0,39,71,00,397100
28,113,0,1c,71,00,1c7100
9,113,0,09,71,00,097100
9,113,28,09,71,1c,09711c
6,113,57,06,71,39,067139
3,113,85,03,71,55,037155
0,113,113,00,71,71,007171
0,85,113,00,55,71,005571
0,57,113,00,39,71,003971
0,28,113,00,1c,71,001c71
57,57,113,39,39,71,393971
69,57,113,45,39,71,453971
85,57,113,55,39,71,553971
97,57,113,61,39,71,613971
113,57,113,71,39,71,713971
113,57,97,71,39,61,713961
113,57,85,71,39,55,713955
113,57,69,71,39,45,713945
113,57,57,71,39,39,713939
113,69,57,71,45,39,714539
113,85,57,71,55,39,715539
113,97,57,71,61,39,716139
113,113,57,71,71,39,717139
97,113,57,61,71,39,617139
85,113,57,55,71,39,557139
69,113,58,45,71,3a,45713a
57,113,57,39,71,39,397139
57,113,69,39,71,45,397145
57,113,85,39,71,55,397155
57,113,97,39,71,61,397161
57,113,113,39,71,71,397171
57,97,113,39,61,71,396171
57,85,113,39,55,71,395571
57,69,114,39,45,72,394572
81,81,113,51,51,71,515171
89,81,113,59,51,71,595171
97,81,113,61,51,71,615171
105,81,113,69,51,71,695171
113,81,113,71,51,71,715171
113,81,105,71,51,69,715169
113,81,97,71,51,61,715161
113,81,89,71,51,59,715159
113,81,81,71,51,51,715151
113,89,81,71,59,51,715951
113,97,81,71,61,51,716151
113,105,81,71,69,51,716951
113,113,81,71,71,51,717151
105,113,81,69,71,51,697151
97,113,81,61,71,51,617151
89,113,81,59,71,51,597151
81,113,81,51,71,51,517151
81,113,90,51,71,5a,51715a
81,113,97,51,71,61,517161
81,113,105,51,71,69,517169
81,113,113,51,71,71,517171
81,105,113,51,69,71,516971
81,97,113,51,61,71,516171
81,89,113,51,59,71,515971
0,0,66,00,00,42,000042
17,0,65,11,00,41,110041
32,0,65,20,00,41,200041
49,0,65,31,00,41,310041
65,0,65,41,00,41,410041
65,0,50,41,00,32,410032
65,0,32,41,00,20,410020
65,0,16,41,00,10,410010
65,0,0,41,00,00,410000
65,16,0,41,10,00,411000
65,32,0,41,20,00,412000
65,49,0,41,31,00,413100
65,65,0,41,41,00,414100
49,65,0,31,41,00,314100
32,65,0,20,41,00,204100
16,65,0,10,41,00,104100
3,65,0,03,41,00,034100
3,65,16,03,41,10,034110
2,65,32,02,41,20,024120
1,65,49,01,41,31,014131
0,65,65,00,41,41,004141
0,49,65,00,31,41,003141
0,32,65,00,20,41,002041
0,16,65,00,10,41,001041
32,32,65,20,20,41,202041
40,32,65,28,20,41,282041
49,32,65,31,20,41,312041
57,32,65,39,20,41,392041
65,32,65,41,20,41,412041
65,32,57,41,20,39,412039
65,32,49,41,20,31,412031
65,32,40,41,20,28,412028
65,32,32,41,20,20,412020
65,40,32,41,28,20,412820
65,49,32,41,31,20,413120
65,57,33,41,39,21,413921
65,65,32,41,41,20,414120
57,65,32,39,41,20,394120
49,65,32,31,41,20,314120
40,65,32,28,41,20,284120
32,65,32,20,41,20,204120
32,65,40,20,41,28,204128
32,65,49,20,41,31,204131
32,65,57,20,41,39,204139
32,65,65,20,41,41,204141
32,57,65,20,39,41,203941
32,49,65,20,31,41,203141
32,40,65,20,28,41,202841
45,45,65,2d,2d,41,2d2d41
49,45,65,31,2d,41,312d41
53,45,65,35,2d,41,352d41
61,45,65,3d,2d,41,3d2d41
65,45,65,41,2d,41,412d41
65,45,61,41,2d,3d,412d3d
65,45,53,41,2d,35,412d35
65,45,49,41,2d,31,412d31
65,45,45,41,2d,2d,412d2d
65,49,45,41,31,2d,41312d
65,53,45,41,35,2d,41352d
65,61,45,41,3d,2d,413d2d
65,65,45,41,41,2d,41412d
61,65,45,3d,41,2d,3d412d
53,65,45,35,41,2d,35412d
49,65,45,31,41,2d,31412d
45,65,45,2d,41,2d,2d412d
45,65,49,2d,41,31,2d4131
45,65,53,2d,41,35,2d4135
45,65,61,2d,41,3d,2d413d
45,65,65,2d,41,41,2d4141
45,61,65,2d,3d,41,2d3d41
45,53,65,2d,35,41,2d3541
45,49,65,2d,31,41,2d3141
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
0,0,0,00,00,00,000000
